Altitudes, Azimuths
-0.23829066961303416, -1.253144677534309
-0.43065190490206995, -1.4082864244084896
-0.62799996072027831, -1.5703876854904868
-0.82514329648295814, -1.7584501575485405
-1.0136925784716622, -2.0104179002564684
-1.1736892236200964, -2.412116945208909
-1.2526739911948663, -3.0791972491388964
-1.1947276234256827, 2.494169303052943
-1.0423548918591021, 2.0569415953860553
-0.85624469486567345, 1.7895929877446601
-0.65968674383733483, 1.5952239084850612
-0.46201524065097693, 1.4308685310076363
-0.26864643888620837, 1.2757082907903667
-0.084279140430116473, 1.1171051809076367
0.085742151193072602, 0.94547322355624897
0.23459615202408823, 0.75271341253471891
0.35357598359404629, 0.53299692442552082
0.43266889586146312, 0.28584930702362915
0.46295501507327452, 0.019948031429184093
0.4403882630764957, -0.24739100791199195
0.36802029299150824, -0.49810691907619781
0.25429400865072399, -0.7220315637822966
0.10926167933399616, -0.91849231463738434
-0.058104663132608168, -1.0927714292061204
-0.24071623264923916, -1.2527379090616944
-0.43305477127320763, -1.407718814321335
-0.63039275637036574, -1.5696945653263676
-0.82754918049575388, -1.7577104132585726
-1.0161366623462793, -2.009931203115207
-1.1761177139361423, -2.41309391598155
-1.2545803702880756, -3.084169981998426
-1.1953824130455475, 2.4878976221294065
-1.0423164608041848, 2.052196510363254
-0.85592822355953846, 1.785974148984839
-0.65929320526877189, 1.5922374445511769
-0.46165430928009077, 1.428226298810067
-0.26839451052089192, 1.2732403494190938
-0.084203043993153634, 1.1147050794555198
0.085574821019639036, 0.94307749710220479
0.23411479324628798, 0.75030365673690957
0.35271475776484373, 0.53061765953184481
0.4313880157150749, 0.2836237167886112
0.46126882033422612, 0.018051380139875353
0.43837401809856219, -0.24881820159448009
0.36578921488618665, -0.49903332455001392
0.2519486549512201, -0.72252131146309451
0.10687352692427089, -0.91864226205488242
-0.060495189339421718, -1.0926669428868971
-0.24309149741993744, -1.2524400801488473
-0.43541262965182792, -1.4072697044129816
-0.63274250443345526, -1.5691347091640033
-0.82990930804731156, -1.7571273049441833
-1.0185244734296355, -2.0096373817423205
-1.1784649989469085, -2.4143053262529754
-1.2563663372591773, -3.089304814782067
-1.1959115904879962, 2.481702182329603
-1.042170944749018, 2.0475832490319803
-0.85551618731524037, 1.782475100179052
-0.65880870596077856, 1.589353424771535
-0.46120278449732116, 1.4256724186863805
-0.26804965601707703, 1.2708495761631042
-0.084029845705607939, 1.112372336214435
0.085509973026837813, 0.94073890930759529
0.23374173021097064, 0.74793834221613176
0.35196685251574489, 0.52826546382201389
0.43022287966511585, 0.28140185999756323
0.45969627591558626, 0.01613074759447513
0.43646607312035091, -0.25029641738284764
0.36365312428069518, -0.50003196048912568
0.24968547455034706, -0.72309726765550508
0.10455534887116409, -0.91888720039689908
-0.062826126468404242, -1.0926640442576463
-0.24541519707100892, -1.2522508996237012
-0.43772422936261363, -1.4069390537107278
-0.63504799297021319, -1.5687083736302085
-0.8322225077360359, -1.756701507187969
-1.0208548280356768, -2.009537714131487
-1.180729707474603, -2.4157522322267604
-1.2580308009214516, -3.0945946617127937
-1.196316030636955, 2.4755926701850033
-1.0419198299946957, 2.043106529816595
-0.85501002585375396, 1.779098482365321
-0.65823452843897545, 1.5865736980832337
-0.46066177492314997, 1.4232083928201573
-0.2676128035453727, 1.2685373048548314
-0.08376028435477216, 1.1101081974308804
0.085547068843718127, 0.93845865538693407
0.23347663451983547, 0.745618627769431
0.35133215429355225, 0.52594147230154398
0.42917359208287564, 0.27918488036495709
0.4582377151012203, 0.014187329182979221
0.43466500671692548, -0.25182441911059622
0.36161284082645656, -0.50110164380670408
0.24750548775932119, -0.7237584109282087
0.1023083045125482, -0.91922633009035359
-0.065096237041955746, -1.0927621695523824
-0.2476860651850894, -1.252170037128344
-0.43998831069381744, -1.40672677368707
-0.6373079908580479, -1.5684157555919835
-0.83448757808421559, -1.756433611169001
-1.0231265020992353, -2.0096333340803616
-1.1829104323891246, -2.417435342378614
-1.2595727216934554, -3.1000318310220334
-1.1965966885127926, 2.4695786058664977
-1.0415646372386336, 2.0387708550588584
-0.85441120041587615, 1.775846806787016
-0.65757197648892607, 1.5839000342125709
-0.4600324133645789, 1.4208356729313874
-0.26708490881233171, 1.266304837402266
-0.083395129030606502, 1.1079138910958708
0.085685538163470895, 0.93623792332465916
0.23331914568643192, 0.74334567368579063
0.3508105187475401, 0.52364682673093754
0.428240228509222, 0.27697392862412096
0.45689344371570106, 0.012222323664716157
0.43297137043459294, -0.25340096945732893
0.35966915811315769, -0.5022411865652423
0.24540969201645671, -0.72450370661160801
0.10013353602762054, -0.91965882887462902
-0.067304293177072969, -1.0929607237201746
-0.24990283624910495, -1.2521971230748978
-0.44220360538979575, -1.4066327277259558
-0.63952124823920897, -1.5682569908287498
-0.83670328788290482, -1.7563241217618757
-1.025338231486521, -2.0099252241964054
-1.1850057320860634, -2.4193549997257997
-1.2609911160346805, -3.105608040152146
-1.1967545954533365, 2.4636693075456253
-1.0411069175402992, 2.0345805042615277
-0.85372119098901755, 1.772722453365173
-0.65682237315307146, 1.581334122906572
-0.45931585529392932, 1.4185556596075453
-0.26646695388122821, 1.2641534431320562
-0.082935178211777719, 1.1057906263120498
0.085924779445482116, 0.93407789329559687
0.23326887167326832, 0.74112064124392762
0.3504017711450203, 0.52138267521154136
0.42742283598457775, 0.27477016221013773
0.45566374039611701, 0.010236932946507968
0.4313856890096443, -0.25502483016076161
0.35782284379241275, -0.50344939630582952
0.24339906185466045, -0.72533210724518316
0.098032168224173794, -0.92018385223540566
-0.069449076952919714, -1.0932590806853495
-0.25206424612246631, -1.2523317485847802
-0.44436883715636261, -1.4066567305675828
-0.64168649700057168, -1.5682321526648806
-0.83886837660037405, -1.756373454552262
-1.0274887124356502, -2.010414208745697
-1.1870141322465353, -2.4215111644222342
-1.2622850608249183, -3.111314435796201
-1.196790855026267, 2.457873857466434
-1.0405482483408637, 2.0305395284639323
-0.85294149361117066, 1.769727669616454
-0.65598705878835017, 1.578877573378812
-0.45851327737361552, 1.416369701756216
-0.26575994602883074, 1.2620843582089396
-0.08238125888143856, 1.103739592712612
0.086264160591499106, 0.93197973712444049
0.23332538940599609, 0.73894469224424308
0.35010570676757058, 0.51915017180475453
0.42672143336427987, 0.27257474497360096
0.45454885685393775, 0.0082323618854738476
0.42990846058120591, -0.25669476220715415
0.35607463970031056, -0.5047250763527642
0.24147454887283409, -0.72624255299839979
0.096005308332205205, -0.92080053381554972
-0.0715293807741752, -1.0936565835902852
-0.25416903250814415, -1.252573465413416
-0.44648272218134127, -1.4067985477346063
-0.64380245128801994, -1.5683412505670387
-0.84098155485834958, -1.7565819327775316
-1.0295766021344632, -2.011100946370871
-1.1889341278868408, -2.423903396840096
-1.2634536976414232, -3.117141618814254
-1.1967066387052785, 2.45220106999454
-1.0398902295538912, 2.026651745733725
-0.85207361775832591, 1.7668645700000394
-0.65506738918732799, 1.5765319139610368
-0.45762587602837207, 1.4142790961748066
-0.26496491663900817, 1.2600987851289072
-0.081734225673252475, 1.1017619599302735
0.086703019595542413, 0.92994461778283455
0.23348824526429895, 0.73681898857364869
0.34992209128746654, 0.51695047618330148
0.42613601161869857, 0.27038884692387649
0.45354901812607668, 0.0062098181149824461
0.42854015689701547, -0.25840952600200978
0.35442526197725316, -0.50606702609569787
0.2396370817092012, -0.7272339720673805
0.094054045801689315, -0.92150798580503668
-0.073544007732420077, -1.0941525450227492
-0.25621593542894616, -1.252921785862695
-0.44854396967286603, -1.4070578949429873
-0.64586780805848065, -1.5685842287114145
-0.84304150498034069, -1.7569497842022834
-1.0316005194429083, -2.011985922708306
-1.1907641857042635, -2.4265308413113718
-1.264496236886933, -3.12307967399463
-1.1965031813444884, 2.4466594618787063
-1.0391344797429551, 2.0229207377501575
-0.8511190838208198, 1.764135135674803
-0.65406473376518026, 1.5742985919513572
-0.45665486606607081, 1.4122850872324728
-0.26408292013372747, 1.2581978922831953
-0.080994960047942405, 1.099858877114295
0.087240665167381215, 0.92797368892245624
0.23375695554927564, 0.73474469180180146
0.34985066112397034, 0.51478475331314888
0.42566653411757183, 0.26821364400041381
0.45266442281436142, 0.0041705118921444052
0.42728122351100734, -0.26016788152295811
0.3528754011835305, -0.50747404125158124
0.23788756601461442, -0.72830528104962977
0.092179452102304896, -0.92230529931205829
-0.075491771967846358, -1.094746247229878
-0.25820369771135881, -1.2533761826836711
-0.45055128241796844, -1.4074344375009438
-0.64788124767271049, -1.5689609645264926
-0.84504688161643693, -1.7574771379398548
-1.0335590457670867, -2.013069442938554
-1.1925027467233602, -2.429392210714135
-1.2654119617214663, -3.129118204553983
-1.1961817764869997, 2.441257224926089
-1.0382826324007233, 2.0193498474461413
-0.85007942067328945, 1.7615412146464182
-0.6529804738143663, 1.5721789736491525
-0.45560147934790807, 1.410388866659017
-0.26311503294174099, 1.2563828135899493
-0.080164369500437288, 1.098031472493345
0.087876377329557775, 0.92606809444228533
0.23413100692721817, 0.73272296280711191
0.34989112377921922, 0.51265417316449258
0.42531293689808425, 0.26605031787050265
0.45189524331266245, 0.002115655965140292
0.42613207997159552, -0.26196858845682763
0.3514257224090927, -0.50894491410875264
0.23622688442388384, -0.72945538529921305
0.090382580522922348, -0.92319154471753528
-0.077371499033625904, -1.0954369423210706
-0.26013106547939335, -1.2539360889722129
-0.45250335736413833, -1.4079277896998623
-0.64984143453204402, -1.5694712672175644
-0.84699631244900597, -1.7581640212322485
-1.0354507260919659, -2.0143516243082336
-1.1941482292448997, -2.43248577209856
-1.2662002317514676, -3.135246371192849
-1.1957437715444816, 2.4360022012560685
-1.037336332342656, 2.015942177669202
-0.84895616334212165, 1.7590845222826348
-0.65181600082836078, 1.5701743445662801
-0.45446696350842525, 1.4085915734352072
-0.26206235250501425, 1.2546546481901704
-0.07924338679748387, 1.0962808529817933
0.088609407988110442, 0.92422896808808364
0.23460985684983524, 0.73075496143071939
0.35004315815356368, 0.51055991045008409
0.42507512891628296, 0.26390005575177489
0.45124162602097856, 4.6465458586251353e-05
0.42509311999959604, -0.26381040632299863
0.35007686537600641, -0.51047843375557711
0.23465589652319818, -0.73068317926485271
0.088664465968626482, -0.92416577201541583
-0.079182026265287433, -1.096223852462198
-0.26199678866088799, -1.2546008980604995
-0.45439888622652191, -1.4085375142012495
-0.65174701776230759, -1.570114876279736
-0.8488883989836995, -1.7590103562022135
-1.0372740701794014, -2.0158323886656744
-1.195699032097119, -2.435809333555836
-1.2668604864313606, -3.1414529354458907
-1.1951905628849564, 2.430901861260111
-1.0362972322269866, 2.012700590815088
-0.84775085077349477, 1.7567666421738217
-0.65057271489533708, 1.5682859098037651
-0.45325258072548191, 1.4068942937786881
-0.26092599632268115, 1.2530144602043352
-0.078232969245385142, 1.0946081038268403
0.089438981477310081, 0.92245743308193195
0.23519293395108534, 0.72884184615648506
0.35030641484029446, 0.50850314438905464
0.4249529922814993, 0.26176405025763799
0.45070369154583617, -0.0020358422249534222
0.42416471165476538, -0.2656920945851724
0.34882944453212106, -0.51207338629609478
0.23317543881172584, -0.73198754681348155
0.087026124753085687, -0.92522701114119332
-0.080922203157457323, -1.0971061700636653
-0.26379962150874825, -1.255369963407441
-0.45623655612347641, -1.4092631214241464
-0.65359663194814432, -1.570891460006773
-0.8507217174301499, -1.7600159565926017
-1.039027553937795, -2.0175114550568054
-1.1971535381862586, -2.4393602325394013
-1.2673922481350177, 3.1354590001895515
-1.1945235908658365, 2.4259632843572243
-1.0351669892111697, 2.00962770938246
-0.84646502370435206, 1.7545890273149654
-0.64925202316224728, 1.5665147945827882
-0.451959606540004, 1.4052980612194348
-0.25970710103208539, 1.2514632785459119
-0.077134097987342026, 1.0930142882937324
0.090364295078883911, 0.92075460177951673
0.23587963842092202, 0.7269847738148848
0.3506805163997963, 0.50648505849424763
0.42494638247350952, 0.2596434992637256
0.45028153488640354, -0.0041300474892754209
0.42334719748996541, -0.26761241275377901
0.34768404913449891, -0.513728555055188
0.23178632465551341, -0.73336736154185611
0.085468554384073595, -0.92637427229119917
-0.082590891750321346, -1.098083057964992
-0.26553832313962117, -1.2562425984912824
-0.45801505024320199, -1.4101040689376834
-0.6553888979209701, -1.5718006140036653
-0.85249481967665131, -1.7611805245094807
-1.04070962096922, -2.0193883324319386
-1.1985101183403868, -2.4431353258513644
-1.267795124857911, 3.12913071267829
-1.1937443348485155, 2.4211931425970965
-1.0339472617534737, 2.0067259173926155
-0.84510022263790097, 1.7525530015846944
-0.64785533836930709, 1.564862044918549
-0.45058932872501989, 1.4038038567585185
-0.25840682152623778, 1.2500020967878223
-0.075947777329686411, 1.0915004473861538
0.091384519516343188, 0.91912157535271655
0.23666934235635367, 0.72518489930857677
0.35116505761324124, 0.50450684038097948
0.42505512854222599, 0.25753960579336305
0.44997522560576408, -0.0062349286166939613
0.42264089469200788, -0.26957012048125806
0.34664124332119767, -0.51544272077580477
0.23048934423183617, -0.73482148707885064
0.083992733339985526, -0.92760654623527272
-0.084186967028139395, -1.0991536496186602
-0.267211658092461, -1.2572180767077947
-0.45973304854414565, -1.411059760863739
-0.65712242360373563, -1.5728418597113474
-0.85420623436296528, -1.762503647186831
-1.0423186842992451, -2.021462312518075
-1.1997671354373762, -2.4471309815077094
-1.268068812514783, 3.1227596475952115
-1.1928543082296872, 2.4165976871266537
-1.032639706566895, 2.0039973626146947
-0.8436579859245279, 1.750659761496478
-0.64638407745448567, 1.5633286284254175
-0.44914304620321877, 1.4024126091038134
-0.25702633010679465, 1.248631873077784
-0.074675034096116213, 1.0900675995987734
0.092498799425183964, 0.91755944349491669
0.2375613900903514, 0.72344337535727832
0.35175960571604115, 0.5025696815950127
0.42527903328978911, 0.25545357791996809
0.44978480798685821, -0.0083492618301434837
0.42204609520828024, -0.27156397765252238
0.34570156617004888, -0.51721466181080078
0.22928526446219835, -0.73634877738112037
0.082599620835247148, -0.9289228046254655
-0.085709317332110888, -1.1003170492760923
-0.26881839690943887, -1.2582956312776157
-0.4613892284918194, -1.4121295472949047
-0.65879580491558876, -1.574014642952536
-0.85585446805523058, -1.76398479379201
-1.0438531282940204, -2.023732462915269
-1.2009229488045736, -2.4513430726929677
-1.2682130968025918, 3.1163581339395603
-1.1918550535229193, 2.4121827375012352
-1.0312459757311194, 2.001443959534164
-0.84213984794834085, 1.7489103781969797
-0.6448396602272104, 1.5619154352417064
-0.44762206801199811, 1.4011251949761858
-0.25556681567146622, 1.2473535300983534
-0.073316917008880877, 1.0887167406987985
0.09370625379985939, 0.91606928414635902
0.23855509849923837, 0.72176135225947402
0.35246370061134197, 0.50067477745745825
0.42561787343497476, 0.25338662868422951
0.44971030117263427, -0.010471821347373237
0.42156306585828657, -0.27359274447291776
0.34486553174310824, -0.51904315431198011
0.22817482893222324, -0.73794807702481124
0.081290156572518049, -0.93032200030351409
-0.08715684478986728, -1.1015723321786997
-0.27035731674158336, -1.259474455166422
-0.46298226583465246, -1.4133127237332286
-0.66040762673945186, -1.5753183325081954
-0.85743800652669744, -1.7656233122924727
-1.0453113107683547, -2.026197620479225
-1.2019759188742747, -2.455766974008873
-1.2682278546039312, 3.109938632893983
-1.1907481375220694, 2.4079536737894087
-1.02976771396681, 1.9990673930006053
-0.84054733741892318, 1.7473057996865655
-0.64322350811013751, 1.5606232790623993
-0.44602771231472021, 1.3999424394796445
-0.25402948293457117, 1.24616795506742
-0.071874496095709978, 1.0874488435333178
0.095005976418556543, 0.91465216323673593
0.23964975728929536, 0.72013997766838911
0.35327685506393081, 0.49882332692421577
0.42607139975990377, 0.25133997602384611
0.44975169929001035, -0.012601379429411443
0.42119204842929231, -0.27565518155602736
0.34413362911550877, -0.52092697241891506
0.22715875779673811, -0.73961822149601852
0.080065260479696421, -0.93180306760980436
-0.088528465763772865, -1.102918544756985
-0.27182720198149379, -1.260753701021748
-0.46451083542136373, -1.4146085305553984
-0.66195646395535457, -1.5767522187345875
-0.85895531614773435, -1.767418426405491
-1.0466915652875888, -2.028856385055577
-1.2029244120755753, -2.460397560210969
-1.2681130549122743, 3.103513678074029
-1.1895351465757968, 2.4039154313910975
-1.0282065560751503, 1.9968691224898456
-0.83888197576727952, 1.7458468532371896
-0.64153704294749825, 1.5594528982682394
-0.4443613054566608, 1.398865116528919
-0.25241555167927004, 1.2450759997748366
-0.070348862121125844, 1.0862648578591203
0.09639703624692969, 0.91330913444215811
0.24084462926343009, 0.71858039637955251
0.35419855487500307, 0.49701653245749322
0.42663933723909414, 0.24931484271356011
0.44990897155729254, -0.01473670642553046
0.42093325975530799, -0.27775005001366893
0.34350632238750584, -0.5228648884501188
0.22623774766840976, -0.74135803748269546
0.078925832429773662, -0.93336492269659133
-0.089823111320169083, -1.1043547048407507
-0.27322684492535282, -1.2621324811303332
-0.46597361206226268, -1.4160161525102548
-0.663440882542218, -1.578315512231362
-0.86040484538819484, -1.7693692326538148
-1.0479922036650249, -2.0317071136342557
-1.203766805939641, -2.4652292076128046
-1.2678687592668083, 3.097095815097267
-1.1882176819998904, 2.400072498462594
-1.0265641245442672, 1.9948503869152363
-0.83714527564442531, 1.7445342479832595
-0.63978168587823325, 1.5584049571397198
-0.44262418106393575, 1.3978939493279545
-0.25072625603986159, 1.244078480650858
-0.068741126040659017, 1.0851657101916445
0.097878477822051779, 0.9120412389535516
0.24213895056882309, 0.71708375012722614
0.35522825903830046, 0.49525559990688678
0.42732138515094936, 0.24731245631317458
0.45018206237474534, -0.016876570816923387
0.42078689177869272, -0.27987611155043629
0.34298405067855481, -0.52485567309912018
0.22541247148837376, -0.74316634317066788
0.077872751941661406, -0.93500646384824559
-0.091039727721612423, -1.1058798018834954
-0.27455504646641443, -1.2636098674000054
-0.46736927143675822, -1.4175347182547025
-0.66485944075058823, -1.580007342571567
-0.86178502643485266, -1.7714746975513413
-1.0492115186555242, -2.034747914994789
-1.204501494391945, -2.4702557983185542
-1.2674951216914334, 3.0906975411348734
-1.1867973556513784, 2.396428915819341
-1.024842027322927, 1.993012209923348
-0.83533873952055226, 1.7433685776616468
-0.63795885627183724, 1.5574800471447203
-0.44081767918348852, 1.3970296108928617
-0.24896284381236564, 1.2431761788620401
-0.067052418476350767, 1.0841523036696643
0.099449321617955458, 0.9108495052534864
0.24353193092657993, 0.71565117738688555
0.35636539987820959, 0.49354173839743348
0.42811721717183748, 0.24533404912121656
0.45057089139805911, -0.019019739261361336
0.42075311159371892, -0.28203212856512322
0.34256722810233359, -0.52689809563796797
0.22468357837735578, -0.74504194854642269
0.076906877860225681, -0.93672657181125984
-0.092177276944034978, -1.1074927972040818
-0.27581061682196634, -1.2651848913701147
-0.46869649104917799, -1.4191632999342236
-0.66621069034855573, -1.5818267571048361
-0.86309427692612217, -1.773733654943828
-1.050347786844587, -2.037976644915216
-1.205126893201618, -2.47547072742182
-1.266992388139322, 3.0843312451082863
-1.185275785685495, 2.392988279168319
-1.0230418557607917, 1.9913554056103782
-0.8334638583822781, 1.7423503234776627
-0.63606997072460525, 1.5566786882887922
-0.43894314546206592, 1.3962727246129545
-0.24712657579149483, 1.2423698404302785
-0.065283889211826263, 1.0832255179323018
0.10110856439422862, 0.90973494889839801
0.2450227538444773, 0.71428381318090439
0.35760938317046409, 0.49187616022202679
0.42902648145296457, 0.24338085813187924
0.45107535359451195, -0.021164976641064173
0.42083206147148511, -0.28421686426135329
0.34225624372168095, -0.52899092413064708
0.22405169346588621, -0.74698365570925651
0.076029048013836253, -0.93852411013674919
-0.093234737220665789, -1.1091926242487757
-0.27699237629568607, -1.2668565442546273
-0.46995395123484102, -1.4209009128143466
-0.6674931779428559, -1.583772719845356
-0.86433100180581734, -1.776144803530614
-1.0513992717308789, -2.041390902018509
-1.2056414455548718, -2.4808669132811714
-1.2663608954512788, 3.0780091491797954
-1.183654592513626, 2.3897537435064975
-1.0211651827134554, 1.9898805845972178
-0.83152211052506331, 1.7414798570746493
-0.63411644211374096, 1.5560013305173934
-0.43700193036195284, 1.395623864843616
-0.24521872513200146, 1.2416601763707036
-0.063436706705117682, 1.0823862090049703
0.10285517952921487, 0.90869857230314177
0.24661057681397666, 0.71298278888454902
0.35895958824616336, 0.49026008073552813
0.43004880068029655, 0.24145412499287494
0.45169531928167028, -0.023311046116015553
0.42102385886562993, -0.28642908276969253
0.34205146148250165, -0.53113292565883896
0.22351741770228864, -0.74899025919534112
0.075240078847861505, -0.94039792553812307
-0.094211103614420255, -1.1109781888767367
-0.27809915607712671, -1.2686237770219697
-0.47114033621813711, -1.4227465149695209
-0.66870544637684304, -1.5858441104565209
-0.86549359529710046, -1.7787067045940226
-1.0523642269986873, -2.0449880243308955
-1.2060436277165187, -2.48643681095169
-1.2656010698426912, 3.0717432521591097
-1.1819353949773985, 2.38672802951001
-1.0192135608095605, 1.98858816040315
-0.82951496043755579, 1.7407574435857136
-0.63209967870661399, 1.555448355159731
-0.4349953884111204, 1.3950835575248914
-0.24324057673228486, 1.2410478628442065
-0.061512057617335643, 1.081635209190849
0.10468811733944698, 0.90774136452481313
0.24829453149274067, 0.71174923202937013
0.36041536807987207, 0.4886947182479095
0.43118377211783704, 0.23955509596183383
0.45243063414852575, -0.025456709184941764
0.42132859639835607, -0.28866754928349597
0.34195322012576546, -0.53332286656238581
0.22308132763722616, -0.75106054631618246
0.074540765032653694, -0.94234684826655346
-0.09510538862031627, -1.112848369671992
-0.27912979907990582, -1.2704855005157334
-0.47225433522411714, -1.4246990070358938
-0.66984603620667493, -1.5880397233443768
-0.86658044299717407, -1.7814177799636899
-1.053240899975234, -2.048765086626009
-1.2063319547409732, -2.4921724288168545
-1.264713424940135, 3.0655452754089705
-1.1801198067510983, 2.383913431730515
